video_id,comment,comment_date
GL1JdIeoo4A,"Thank you for watching. Let us know what you think in the comments below. 

Watch more documentaries from 101 East and stay updated with the stories from across Asia and the Pacific: https://youtube.com/playlist?list=PLzGHKb8i9vTyyefrSwaJ5qEmwub4jF1H6

More on 101 East:

‣ Twitter: https://twitter.com/AJ101East
‣ Facebook: https://www.facebook.com/AJ101East
‣ Instagram: https://www.instagram.com/aj101East",2023-01-19T14:01:11Z
GL1JdIeoo4A,"If I knew they were hanging people for drugs in a country I wouldn't try to get drugs in ,drugs breakdown society and it starts with the dealers ,dealers deal ,this creates junkies ,junkies steal ,rob ,kill ,this destroys innocent people it destroys families and communities, in America with agreeable drug laws and the promotion of drugs had 109,000 overdose deaths in 2022  in Singapore they have 986 drug addicts that they no about and count to date I respect Singapore for trying to protect there people from drugs they understand the (dynamics) of drugs and drug use and what it will do to there countrymen",2023-08-03T10:46:41Z
GL1JdIeoo4A,Well done Singapore,2023-08-03T10:18:50Z
GL1JdIeoo4A,This is great!,2023-08-02T12:18:28Z
GL1JdIeoo4A,I love Singapore,2023-08-02T06:46:54Z
GL1JdIeoo4A,"Good for Singapore. Drugs ravage communties, and destroy families and societies. 

Make it a non option and start to address the issues that drive people to drug use.",2023-08-02T03:13:39Z
GL1JdIeoo4A,These protestors have NO idea what they're asking for. LOL. See what happens once Singapore gets lenient on drugs.,2023-08-01T20:14:07Z
GL1JdIeoo4A,"Leave drugs alone and live, simple! May seem harsh, but the drug game is wrecking the western world. Go Singapore",2023-08-01T18:23:09Z
GL1JdIeoo4A,"Rubbish documentary. The producers have foresight of a goldfish. All you need to do is look a little further on the consequences of a drug addicted society, THAT is what everyone should fear.
The protesters put emphasis on the punishment, not a single one dare argue the crime. Everything is forgivable, until it happens to your own child. I sleep in peace knowing my kids are safe from peddlers.",2023-08-01T14:11:50Z
GL1JdIeoo4A,"Being Singaporean, i have 2 minds on this. One is that yes, it makes people think twice about trying to smuggle or bring in drugs into Singapore and for that we have a very safe country but also i feel for the people who HAVE lost someone to the hangman. I always imagine if it was someone i knew or love who could by a sick twist of fate be on the receiving end and it makes me shudder. But unless our government can find an alternative to this ( if they ever want to that is ), i guess it's something we have to live with.",2023-08-01T09:02:30Z
