video_id,comment,comment_date
XDYy8z7krAI,"not everyone is cut out for hard work.  we need a prostitution class.  it's a biological need, and having the girls who don't want to study fullfill those needs is perfect.",2023-08-02T21:27:36Z
XDYy8z7krAI,"I lived there for years. From 1980 til 1986 then back and forth between Malaysia and S'pore til 1990. At first, I felt a part of things there a. An expat kid. But after high school,the place only inspired escapism. People come and go too much. It's hard to find work as an expat without a degree. There's something kind of sterile and antiseptic about the place too, although I have to admit it's a beautiful, green city with low crime, and minimal poverty. I respect Singaporeans. They work hard, are usually well-educated, multilingual, but it's not an easy place for creative people to live.  And it gets claustrophobic on that small island. But damn the food is so good!",2023-08-02T18:52:28Z
XDYy8z7krAI,"Their conditions nowaday are more or less the same as Hong Kong. The only big difference is Hong Kong is backed by China, S'porean still rely on themselves.",2023-08-02T18:13:32Z
XDYy8z7krAI,It took me years before I found my footing but alas am faced with housing problems)),2023-08-02T14:49:50Z
XDYy8z7krAI,More like a little prison,2023-08-02T07:02:25Z
XDYy8z7krAI,That's good but what missing is what to do. Any thoughts on how to solve the issues mentioned.,2023-08-01T21:07:42Z
XDYy8z7krAI,What about the bullshit laws requiring a certain number of singaporeans who are lazy and don't do any work so you can hire the people you actually need?,2023-08-01T18:05:46Z
XDYy8z7krAI,Either you become a begger or a stressful office worker. Your choice 😊,2023-08-01T11:30:31Z
XDYy8z7krAI,sacrifice other to attain benefits in one . What has been sacrifice is not the darke part of what has been achieved.,2023-08-01T10:31:32Z
XDYy8z7krAI,"Kiasu sometime will create mental ills to a lot of people , trust me I been working in Singapore I comment what I saw . To all Singaporean please NO NEED to push yourself TOO HARD and fck those A*SHOLE who like to judge other or how they THINK . Money or Fame CANNOT earn your health and mental .",2023-08-01T10:21:39Z
XDYy8z7krAI,"I read that in order to booste fertility rate
Government set up datinf services for university graduate, professional and high skills workers
Think about it this borderlines on eugenics",2023-07-31T11:54:14Z
XDYy8z7krAI,"2:06 Lol no unions is ""friendly"" for profit-focused bourgeois property owners, I guess...",2023-07-31T08:03:43Z
XDYy8z7krAI,"As a software engineer who wants to live in Asia, I have visited Singapore and - at least aesthetically - it's my favourite city on Earth. I would move there in a heartbeat if it weren't for the hyper-conservative social policies. Denial of mental health care medications and the death penalty for cannabis use are examples of a stance too extreme for it to be a viable place for me to relocate. It's really sad because, at least compared to anywhere in the west, visiting Singapore feels like time travelling into the future and that's something that I would love to be a part of. I don't expect this stance to change any time soon, but I am hopeful that one day SG will adopt more progressive and scientific positions on mental health and social issues.",2023-07-31T06:29:24Z
XDYy8z7krAI,"would like to see the figures,  like disposable income, housing costs, Vs GDP - like what you did on Ireland. 
Singapore is just too expensive for Singaporeans!",2023-07-31T03:30:57Z
XDYy8z7krAI,"A lot if the successful history is based on facts, little of the backlash arguments make sense. High achievers are less stressed than  under achievers, whether students or professionals. And life is not about safe spaces but is competitive. One very valid point you make is demographics. But as that has been evident for the last 20 years, I am sure Singapore will handle that.",2023-07-30T11:16:24Z
XDYy8z7krAI,"Singaporeans are v sensative/thin-skinned and don't like their country or government criticised. They can't engage in a healthy debate and will resort to accusing you of not being Singaporean or asking you to go back to your own country (even if you are Singaporean, this always makes me laugh). This is the result of being too sheltered and brain-washed by the ""We are No 1"" propaganda that you constantly read on the state-owned Straits Times. Critical thinking is not an ability that is encouraged in the SG education system.",2023-07-29T07:33:54Z
XDYy8z7krAI,0 corruption LOL!,2023-07-27T02:56:16Z
XDYy8z7krAI,"Seems like Singapore started out more socialistic, but then slowly started to embrace more and more neoliberalism until it got to this point. Sad.",2023-07-26T04:22:15Z
XDYy8z7krAI,Higher conformity and lower creativity? Damn right. You just described Singaporeans. Not to forget suicide rates are at an all time high in 2023 in SG,2023-07-26T01:50:01Z
